nid,url,title,logo,core_id,score,rank_display,country,region,stars,guide
297281,/universities/stellenbosch-university,Stellenbosch University,"<img src=""https://www.topuniversities.com/sites/default/files/stellenbosch-university_574_small.jpg"" alt=""Stellenbosch University Logo"">",574,25.4,=456,South Africa,Africa,,"<a href=""/where-to-study/africa/south-africa/guide"" class=""guide-link"" target=""_blank"">South Africa</a>"
297168,/universities/catholic-university-korea,The Catholic University of Korea,"<img src=""https://www.topuniversities.com/sites/default/files/the-catholic-university-of-korea-_592560cf2aeae70239af4ed7_small.jpg"" alt=""The Catholic University of Korea Logo"">",1108,25.4,=456,South Korea,Asia,,"<a href=""/where-to-study/asia/south-korea/guide"" class=""guide-link"" target=""_blank"">South Korea</a>"
296820,/universities/university-canberra,University of Canberra,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-canberra_844_small_0.jpg"" alt=""University of Canberra Logo"">",844,25.4,=456,Australia,Oceania,,"<a href=""/where-to-study/oceania/australia/guide"" class=""guide-link"" target=""_blank"">Australia</a>"
297518,/universities/james-cook-university,James Cook University,"<img src=""https://www.topuniversities.com/sites/default/files/james-cook-university_833_small.jpg"" alt=""James Cook University Logo"">",833,25.3,=462,Australia,Oceania,,"<a href=""/where-to-study/oceania/australia/guide"" class=""guide-link"" target=""_blank"">Australia</a>"
297000,/universities/south-china-university-technology,South China University of Technology,"<img src=""https://www.topuniversities.com/sites/default/files/south-china-university-of-technology_887_small.jpg"" alt=""South China University of Technology Logo"">",887,25.3,=462,China (Mainland),Asia,NA,"<a href=""/where-to-study/asia/china/guide"" class=""guide-link"" target=""_blank"">China (Mainland)</a>"
297637,/universities/universidad-ort-uruguay,Universidad ORT Uruguay,"<img src=""https://www.topuniversities.com/sites/default/files/universidad-ort-uruguay_470_small_9.jpg"" alt=""Universidad ORT Uruguay Logo"">",470,25.3,=462,Uruguay,Latin America,NA,"<a href=""/where-to-study/latin-america/uruguay/guide"" class=""guide-link"" target=""_blank"">Uruguay</a>"
297068,/universities/koc-university,Koç University,"<img src=""https://www.topuniversities.com/sites/default/files/ko-university_592560cf2aeae70239af4d7e_small.jpg"" alt=""Koç University Logo"">",762,25.2,=465,Turkey,Asia,,"<a href=""/where-to-study/asia/turkey/guide"" class=""guide-link"" target=""_blank"">Turkey</a>"
294816,/universities/national-central-university,National Central University,"<img src=""https://www.topuniversities.com/sites/default/files/national-central-university_434_small.jpg"" alt=""National Central University Logo"">",434,25.2,=465,Taiwan,Asia,NA,"<a href=""/where-to-study/asia/taiwan/guide"" class=""guide-link"" target=""_blank"">Taiwan</a>"
294605,/universities/universidad-de-belgrano,Universidad de Belgrano,"<img src=""https://www.topuniversities.com/sites/default/files/universidad-de-belgrano_51_small.jpg"" alt=""Universidad de Belgrano Logo"">",51,25.2,=465,Argentina,Latin America,NA,"<a href=""/where-to-study/latin-america/argentina/guide"" class=""guide-link"" target=""_blank"">Argentina</a>"
296893,/universities/university-saskatchewan,University of Saskatchewan,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-saskatchewan_1755_small_0.jpg"" alt=""University of Saskatchewan Logo"">",1755,25.2,=465,Canada,North America,,"<a href=""/where-to-study/north-america/canada/guide"" class=""guide-link"" target=""_blank"">Canada</a>"
297175,/universities/yokohama-city-university,Yokohama City University,"<img src=""https://www.topuniversities.com/sites/default/files/yokohama-city-university_592560cf2aeae70239af4d32_small.jpg"" alt=""Yokohama City University Logo"">",686,25.2,=465,Japan,Asia,,"<a href=""/where-to-study/asia/japan/guide"" class=""guide-link"" target=""_blank"">Japan</a>"
294241,/universities/indian-institute-technology-guwahati-iitg,Indian Institute of Technology Guwahati (IITG),"<img src=""https://www.topuniversities.com/sites/default/files/indian-institute-of-technology-guwahati-iitg_283_small.jpg"" alt=""Indian Institute of Technology Guwahati (IITG) Logo"">",283,25.1,=470,India,Asia,NA,"<a href=""/where-to-study/asia/india/guide"" class=""guide-link"" target=""_blank"">India</a>"
296646,/universities/lappeenranta-lahti-university-technology-lut,Lappeenranta-Lahti University of Technology LUT,"<img src=""https://www.topuniversities.com/sites/default/files/lappeenranta-university-of-technology_592560cf2aeae70239af4f7d_small.jpg"" alt=""Lappeenranta-Lahti University of Technology LUT Logo"">",1274,25.1,=470,Finland,Europe,,"<a href=""/where-to-study/europe/finland/guide"" class=""guide-link"" target=""_blank"">Finland</a>"
294285,/universities/martin-luther-universitat-halle-wittenberg,Martin-Luther-Universität Halle-Wittenberg,"<img src=""https://www.topuniversities.com/sites/default/files/martin-luther-universitt-halle-wittenberg_245_small.jpg"" alt=""Martin-Luther-Universität Halle-Wittenberg Logo"">",245,25.1,=470,Germany,Europe,NA,"<a href=""/where-to-study/europe/germany/guide"" class=""guide-link"" target=""_blank"">Germany</a>"
297444,/universities/rensselaer-polytechnic-institute,Rensselaer Polytechnic Institute,"<img src=""https://www.topuniversities.com/sites/default/files/rensselaer-polytechnic-institute_522_small.jpg"" alt=""Rensselaer Polytechnic Institute Logo"">",522,25.1,=470,United States,North America,NA,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
297274,/universities/swansea-university,Swansea University,"<img src=""https://www.topuniversities.com/sites/default/files/swansea-university_592560cf2aeae70239af4cce_small_1.jpg"" alt=""Swansea University Logo"">",586,25,=474,United Kingdom,Europe,,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>"
297377,/universities/umm-al-qura-university,Umm Al-Qura University,"<img src=""https://www.topuniversities.com/sites/default/files/umm-al-qura-university-_592560cf2aeae70239af4d44_small.jpg"" alt=""Umm Al-Qura University Logo"">",705,25,=474,Saudi Arabia,Asia,NA,"<a href=""/where-to-study/asia/saudi-arabia/guide"" class=""guide-link"" target=""_blank"">Saudi Arabia</a>"
297041,/universities/western-sydney-university,Western Sydney University,"<img src=""https://www.topuniversities.com/sites/default/files/western-sydney-university_848_small_1.jpg"" alt=""Western Sydney University Logo"">",848,25,=474,Australia,Oceania,5,"<a href=""/where-to-study/oceania/australia/guide"" class=""guide-link"" target=""_blank"">Australia</a>"
296805,/universities/amirkabir-university-technology,Amirkabir University of Technology,"<img src=""https://www.topuniversities.com/sites/default/files/amirkabir-university-of-technology_592560cf2aeae70239af4e54_small.jpg"" alt=""Amirkabir University of Technology Logo"">",976,24.8,=477,"Iran, Islamic Republic of",Asia,NA,
294518,/universities/concordia-university,Concordia University,"<img src=""https://www.topuniversities.com/sites/default/files/concordia-university_592560cf2aeae70239af4b0e_small_0.jpg"" alt=""Concordia University Logo"">",139,24.8,=477,Canada,North America,NA,"<a href=""/where-to-study/north-america/canada/guide"" class=""guide-link"" target=""_blank"">Canada</a>"
294624,/universities/national-technical-university-athens,National Technical University of Athens,"<img src=""https://www.topuniversities.com/sites/default/files/national-technical-university-of-athens_592560cf2aeae70239af4aa3_small.jpg"" alt=""National Technical University of Athens Logo"">",32,24.8,=477,Greece,Europe,NA,"<a href=""/where-to-study/europe/greece/guide"" class=""guide-link"" target=""_blank"">Greece</a>"
293700,/universities/university-cyprus-ucy,University of Cyprus (UCY),"<img src=""https://www.topuniversities.com/sites/default/files/university-of-cyprus-ucy_14238_small.jpg"" alt=""University of Cyprus (UCY) Logo"">",14238,24.8,=477,Cyprus,Europe,,
296999,/universities/v-n-karazin-kharkiv-national-university,V. N. Karazin Kharkiv National University,"<img src=""https://www.topuniversities.com/sites/default/files/v.-n.-karazin-kharkiv-national-university_19511_small.jpg"" alt=""V. N. Karazin Kharkiv National University Logo"">",19511,24.8,=477,Ukraine,Europe,NA,"<a href=""/where-to-study/europe/ukraine/guide"" class=""guide-link"" target=""_blank"">Ukraine</a>"
294766,/universities/wayne-state-university,Wayne State University,"<img src=""https://www.topuniversities.com/sites/default/files/wayne-state-university_592560cf2aeae70239af51d1_small.jpg"" alt=""Wayne State University Logo"">",1866,24.8,=477,United States,North America,,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
294065,/universities/universitat-leipzig,Universität  Leipzig,"<img src=""https://www.topuniversities.com/sites/default/files/universitt-leipzig_341_small.jpg"" alt=""Universität  Leipzig Logo"">",341,24.7,=483,Germany,Europe,NA,"<a href=""/where-to-study/europe/germany/guide"" class=""guide-link"" target=""_blank"">Germany</a>"
294851,/universities/university-missouri-columbia,"University of Missouri, Columbia","<img src=""https://www.topuniversities.com/sites/default/files/university-of-missouri-columbia_409_small_0.jpg"" alt=""University of Missouri, Columbia Logo"">",409,24.7,=483,United States,North America,NA,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
294646,/universities/aberystwyth-university,Aberystwyth University,"<img src=""https://www.topuniversities.com/sites/default/files/aberystwyth-university_8_small.jpg"" alt=""Aberystwyth University Logo"">",8,24.6,=485,United Kingdom,Europe,NA,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>"
297386,/universities/shandong-university,Shandong University,"<img src=""https://www.topuniversities.com/sites/default/files/shandong-university_555_small.jpg"" alt=""Shandong University Logo"">",555,24.6,=485,China (Mainland),Asia,,"<a href=""/where-to-study/asia/china/guide"" class=""guide-link"" target=""_blank"">China (Mainland)</a>"
297280,/universities/university-stirling,University of Stirling,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-stirling_575_small_5.jpg"" alt=""University of Stirling Logo"">",575,24.6,=485,United Kingdom,Europe,5,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>"
294537,/universities/chiba-university,Chiba University,"<img src=""https://www.topuniversities.com/sites/default/files/chiba-university_119_small.jpg"" alt=""Chiba University Logo"">",119,24.5,=488,Japan,Asia,NA,"<a href=""/where-to-study/asia/japan/guide"" class=""guide-link"" target=""_blank"">Japan</a>"
294963,/universities/national-taipei-university-technology,National Taipei University of Technology,"<img src=""https://www.topuniversities.com/sites/default/files/national-taipei-university-of-technology_1993_small.jpg"" alt=""National Taipei University of Technology Logo"">",1993,24.5,=488,Taiwan,Asia,,"<a href=""/where-to-study/asia/taiwan/guide"" class=""guide-link"" target=""_blank"">Taiwan</a>"
295113,/universities/auezov-south-kazakhstan-state-university-sksu,Auezov South Kazakhstan State University (SKSU),"<img src=""https://www.topuniversities.com/sites/default/files/auezov-south-kazakhstan-state-university-sksu_592560cf2aeae70239af52eb_small.jpg"" alt=""Auezov South Kazakhstan State University (SKSU) Logo"">",2150,24.4,=490,Kazakhstan,Asia,NA,
297290,/universities/sogang-university,Sogang University,"<img src=""https://www.topuniversities.com/sites/default/files/sogang-university_565_small.jpg"" alt=""Sogang University Logo"">",565,24.4,=490,South Korea,Asia,,"<a href=""/where-to-study/asia/south-korea/guide"" class=""guide-link"" target=""_blank"">South Korea</a>"
297121,/universities/universidad-de-montevideo-um,Universidad de Montevideo (UM),"<img src=""https://www.topuniversities.com/sites/default/files/universidad-de-montevideo-um_695_small.jpg"" alt=""Universidad de Montevideo (UM) Logo"">",695,24.3,492,Uruguay,Latin America,NA,"<a href=""/where-to-study/latin-america/uruguay/guide"" class=""guide-link"" target=""_blank"">Uruguay</a>"
294682,/universities/chang-gung-university,Chang Gung University,"<img src=""https://www.topuniversities.com/sites/default/files/chang-gung-university_1187_small.jpg"" alt=""Chang Gung University Logo"">",1187,24.2,=493,Taiwan,Asia,,"<a href=""/where-to-study/asia/taiwan/guide"" class=""guide-link"" target=""_blank"">Taiwan</a>"
293893,/universities/far-eastern-federal-university,Far Eastern Federal University,"<img src=""https://www.topuniversities.com/sites/default/files/far-eastern-federal-university_592560cf2aeae70239af57c9_small.jpg"" alt=""Far Eastern Federal University Logo"">",14751,24.2,=493,Russia,Europe,NA,"<a href=""/where-to-study/europe/russia/guide"" class=""guide-link"" target=""_blank"">Russia</a>"
294186,/universities/jilin-university,Jilin University,"<img src=""https://www.topuniversities.com/sites/default/files/jilin-university_304_small.jpg"" alt=""Jilin University Logo"">",304,24.2,=493,China (Mainland),Asia,NA,"<a href=""/where-to-study/asia/china/guide"" class=""guide-link"" target=""_blank"">China (Mainland)</a>"
297287,/universities/southeast-university,Southeast University,"<img src=""https://www.topuniversities.com/sites/default/files/southeast-university_568_small.jpg"" alt=""Southeast University Logo"">",568,24.2,=493,China (Mainland),Asia,,"<a href=""/where-to-study/asia/china/guide"" class=""guide-link"" target=""_blank"">China (Mainland)</a>"
297517,/universities/unesp,UNESP,"<img src=""https://www.topuniversities.com/sites/default/files/unesp_492_small.jpg"" alt=""UNESP Logo"">",492,24.2,=493,Brazil,Latin America,4,"<a href=""/where-to-study/latin-america/brazil/guide"" class=""guide-link"" target=""_blank"">Brazil</a>"
293444,/universities/universidad-de-la-habana,Universidad de La Habana,"<img src=""https://www.topuniversities.com/sites/default/files/universidad-de-la-habana_592560cf2aeae70239af54d1_small.jpg"" alt=""Universidad de La Habana Logo"">",2636,24.1,498,Cuba,Latin America,,"<a href=""/where-to-study/latin-america/cuba/guide"" class=""guide-link"" target=""_blank"">Cuba</a>"
297522,/universities/oregon-state-university,Oregon State University,"<img src=""https://www.topuniversities.com/sites/default/files/oregon-state-university_592560cf2aeae70239af4dc3_small.jpg"" alt=""Oregon State University Logo"">",832,23.9,=499,United States,North America,,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
296405,/universities/universidad-de-alcala,Universidad de Alcalá,"<img src=""https://www.topuniversities.com/sites/default/files/universidad-de-alcal_1511_small.jpg"" alt=""Universidad de Alcalá Logo"">",1511,23.9,=499,Spain,Europe,,"<a href=""/where-to-study/europe/spain/guide"" class=""guide-link"" target=""_blank"">Spain</a>"
294115,/universities/university-eastern-finland,University of Eastern Finland,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-eastern-finland_592560cf2aeae70239af4bcb_small_0.jpg"" alt=""University of Eastern Finland Logo"">",327,23.9,=499,Finland,Europe,NA,"<a href=""/where-to-study/europe/finland/guide"" class=""guide-link"" target=""_blank"">Finland</a>"
294141,/universities/christian-albrechts-university-zu-kiel,Christian-Albrechts-University zu Kiel,"<img src=""https://www.topuniversities.com/sites/default/files/christian-albrechts-university-zu-kiel_318_small.jpg"" alt=""Christian-Albrechts-University zu Kiel Logo"">",318,,501-510,Germany,Europe,NA,"<a href=""/where-to-study/europe/germany/guide"" class=""guide-link"" target=""_blank"">Germany</a>"
297016,/universities/east-china-normal-university,East China Normal University,"<img src=""https://www.topuniversities.com/sites/default/files/east-china-normal-university_592560cf2aeae70239af4def_small.jpg"" alt=""East China Normal University Logo"">",875,,501-510,China (Mainland),Asia,NA,"<a href=""/where-to-study/asia/china/guide"" class=""guide-link"" target=""_blank"">China (Mainland)</a>"
294259,/universities/hitotsubashi-university,Hitotsubashi University,"<img src=""https://www.topuniversities.com/sites/default/files/hitotsubashi-university-business-school-school-of-international-corporate-strategy_592560cf2aeae70239af4b8d_small.jpg"" alt=""Hitotsubashi University Logo"">",265,,501-510,Japan,Asia,NA,"<a href=""/where-to-study/asia/japan/guide"" class=""guide-link"" target=""_blank"">Japan</a>"
294337,/universities/university-georgia,The University of Georgia,"<img src=""https://www.topuniversities.com/sites/default/files/the-university-of-georgia_227_small.jpg"" alt=""The University of Georgia Logo"">",227,,501-510,United States,North America,NA,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
294309,/universities/university-granada,University of Granada,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-granada_235_small.jpg"" alt=""University of Granada Logo"">",235,,501-510,Spain,Europe,NA,"<a href=""/where-to-study/europe/spain/guide"" class=""guide-link"" target=""_blank"">Spain</a>"
297429,/universities/universidad-de-santiago-de-chile-usach,Universidad de Santiago de Chile (USACH),"<img src=""https://www.topuniversities.com/sites/default/files/universidad-de-santiago-de-chile-usach_548_small.jpg"" alt=""Universidad de Santiago de Chile (USACH) Logo"">",548,,501-510,Chile,Latin America,,"<a href=""/where-to-study/latin-america/chile/guide"" class=""guide-link"" target=""_blank"">Chile</a>"
297124,/universities/universidad-de-zaragoza,Universidad de Zaragoza,"<img src=""https://www.topuniversities.com/sites/default/files/universidad-de-zaragoza_691_small.jpg"" alt=""Universidad de Zaragoza Logo"">",691,,501-510,Spain,Europe,,"<a href=""/where-to-study/europe/spain/guide"" class=""guide-link"" target=""_blank"">Spain</a>"
297143,/universities/university-balamand,University of Balamand,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-balamand_592560cf2aeae70239af4eee_small.jpg"" alt=""University of Balamand Logo"">",1131,,501-510,Lebanon,Asia,NA,"<a href=""/where-to-study/asia/lebanon/guide"" class=""guide-link"" target=""_blank"">Lebanon</a>"
294517,/universities/university-connecticut,University of Connecticut,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-connecticut_140_small.jpg"" alt=""University of Connecticut Logo"">",140,,501-510,United States,North America,NA,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
294501,/universities/university-delhi,University of Delhi,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-delhi_156_small.jpg"" alt=""University of Delhi Logo"">",156,,501-510,India,Asia,NA,"<a href=""/where-to-study/asia/india/guide"" class=""guide-link"" target=""_blank"">India</a>"
297272,/universities/university-szeged,University of Szeged,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-szeged_592560cf2aeae70239af4cd1_small.jpg"" alt=""University of Szeged Logo"">",589,,501-510,Hungary,Europe,,"<a href=""/where-to-study/europe/hungary/guide"" class=""guide-link"" target=""_blank"">Hungary</a>"
294627,/universities/aston-university,Aston University,"<img src=""https://www.topuniversities.com/sites/default/files/aston-university_29_small_1.jpg"" alt=""Aston University Logo"">",29,,511-520,United Kingdom,Europe,,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>"
297648,/universities/singapore-management-university,Singapore Management University,"<img src=""https://www.topuniversities.com/sites/default/files/singapore-management-university_1177_small_3.jpg"" alt=""Singapore Management University Logo"">",1177,,511-520,Singapore,Asia,,
294854,/universities/universita-cattolica-del-sacro-cuore,Università Cattolica del Sacro Cuore,"<img src=""https://www.topuniversities.com/sites/default/files/universitcattolica-del-sacro-cuore_406_small_1.jpg"" alt=""Università Cattolica del Sacro Cuore Logo"">",406,,511-520,Italy,Europe,NA,"<a href=""/where-to-study/europe/italy/guide"" class=""guide-link"" target=""_blank"">Italy</a>"
297487,/universities/university-rome-tor-vergata,"University of Rome ""Tor Vergata""","<img src=""https://www.topuniversities.com/sites/default/files/university-of-rome-tor-vergata_592560cf2aeae70239af4c99_small_0.jpg"" alt=""University of Rome ""Tor Vergata"" Logo"">",533,,511-520,Italy,Europe,NA,"<a href=""/where-to-study/europe/italy/guide"" class=""guide-link"" target=""_blank"">Italy</a>"
294791,/universities/aix-marseille-university,Aix-Marseille University,"<img src=""https://www.topuniversities.com/sites/default/files/aix-marseille-university_592560cf2aeae70239af51e1_small.jpg"" alt=""Aix-Marseille University Logo"">",1880,,511-520,France,Europe,,"<a href=""/where-to-study/europe/france/guide"" class=""guide-link"" target=""_blank"">France</a>"
309623,/universities/universite-de-montpellier,Université de Montpellier,"<img src=""https://www.topuniversities.com/sites/default/files/universit-de-montpellier_592560e69988f300e2321d99_small.jpg"" alt=""Université de Montpellier Logo"">",26928,,511-520,France,Europe,,"<a href=""/where-to-study/europe/france/guide"" class=""guide-link"" target=""_blank"">France</a>"
294797,/universities/university-klagenfurt,University of Klagenfurt,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-klagenfurt_592560cf2aeae70239af51e0_small.jpg"" alt=""University of Klagenfurt Logo"">",1885,,511-520,Austria,Europe,NA,"<a href=""/where-to-study/europe/austria/guide"" class=""guide-link"" target=""_blank"">Austria</a>"
294053,/universities/university-limerick,University of Limerick,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-limerick_592560cf2aeae70239af4be0_small.jpg"" alt=""University of Limerick Logo"">",347,,511-520,Ireland,Europe,,"<a href=""/where-to-study/europe/ireland/guide"" class=""guide-link"" target=""_blank"">Ireland</a>"
297199,/universities/warsaw-university-technology,Warsaw University of Technology,"<img src=""https://www.topuniversities.com/sites/default/files/warsaw-university-of-technology_592560cf2aeae70239af4d1a_small.jpg"" alt=""Warsaw University of Technology Logo"">",662,,511-520,Poland,Europe,,"<a href=""/where-to-study/europe/poland/guide"" class=""guide-link"" target=""_blank"">Poland</a>"
294643,/universities/airlangga-university,Airlangga University,"<img src=""https://www.topuniversities.com/sites/default/files/airlangga-university_592560cf2aeae70239af4a90_small.jpg"" alt=""Airlangga University Logo"">",12,,521-530,Indonesia,Asia,NA,"<a href=""/where-to-study/asia/indonesia/guide"" class=""guide-link"" target=""_blank"">Indonesia</a>"
293876,/universities/imam-abdulrahman-bin-faisal-university-iau-formerly-university-dammam,Imam Abdulrahman Bin Faisal University (IAU) (formerly UNIVERSITY OF DAMMAM),"<img src=""https://www.topuniversities.com/sites/default/files/imam-abdulrahman-bin-faisal-university-iau-formerly-university-of-dammam_592560cf2aeae70239af57b7_small.jpg"" alt=""Imam Abdulrahman Bin Faisal University (IAU) (formerly UNIVERSITY OF DAMMAM) Logo"">",14729,,521-530,Saudi Arabia,Asia,3,"<a href=""/where-to-study/asia/saudi-arabia/guide"" class=""guide-link"" target=""_blank"">Saudi Arabia</a>"
296471,/universities/national-research-saratov-state-university,National Research Saratov State University,"<img src=""https://www.topuniversities.com/sites/default/files/national-research-saratov-state-university_1498_small.jpg"" alt=""National Research Saratov State University Logo"">",1498,,521-530,Russia,Europe,NA,"<a href=""/where-to-study/europe/russia/guide"" class=""guide-link"" target=""_blank"">Russia</a>"
297478,/universities/sabanci-university,Sabanci University,"<img src=""https://www.topuniversities.com/sites/default/files/sabanci-university_542_small.jpg"" alt=""Sabanci University Logo"">",542,,521-530,Turkey,Asia,,"<a href=""/where-to-study/asia/turkey/guide"" class=""guide-link"" target=""_blank"">Turkey</a>"
297229,/universities/university-turin,University of Turin,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-turin_632_small.jpg"" alt=""University of Turin Logo"">",632,,521-530,Italy,Europe,,"<a href=""/where-to-study/europe/italy/guide"" class=""guide-link"" target=""_blank"">Italy</a>"
294607,/universities/university-bayreuth,University of Bayreuth,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-bayreuth_592560cf2aeae70239af4ab4_small.jpg"" alt=""University of Bayreuth Logo"">",49,,521-530,Germany,Europe,NA,"<a href=""/where-to-study/europe/germany/guide"" class=""guide-link"" target=""_blank"">Germany</a>"
297396,/universities/university-debrecen,University of Debrecen,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-debrecen_592560cf2aeae70239af4fec_small_2.jpg"" alt=""University of Debrecen Logo"">",1384,,521-530,Hungary,Europe,,"<a href=""/where-to-study/europe/hungary/guide"" class=""guide-link"" target=""_blank"">Hungary</a>"
293783,/universities/university-milano-bicocca,University of Milano-Bicocca,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-milano-bicocca_14336_small.jpg"" alt=""University of Milano-Bicocca Logo"">",14336,,521-530,Italy,Europe,,"<a href=""/where-to-study/europe/italy/guide"" class=""guide-link"" target=""_blank"">Italy</a>"
297163,/universities/university-ulsan,University of Ulsan,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-ulsan_1111_small.jpg"" alt=""University of Ulsan Logo"">",1111,,521-530,South Korea,Asia,,"<a href=""/where-to-study/asia/south-korea/guide"" class=""guide-link"" target=""_blank"">South Korea</a>"
297389,/universities/bogor-agricultural-university,Bogor Agricultural University,"<img src=""https://www.topuniversities.com/sites/default/files/bogor-agricultural-university_704_small.jpg"" alt=""Bogor Agricultural University Logo"">",704,,531-540,Indonesia,Asia,,"<a href=""/where-to-study/asia/indonesia/guide"" class=""guide-link"" target=""_blank"">Indonesia</a>"
297122,/universities/inha-university,Inha University,"<img src=""https://www.topuniversities.com/sites/default/files/inha-university_592560cf2aeae70239af4d3a_small.jpg"" alt=""Inha University Logo"">",694,,531-540,South Korea,Asia,,"<a href=""/where-to-study/asia/south-korea/guide"" class=""guide-link"" target=""_blank"">South Korea</a>"
294327,/universities/justus-liebig-university-giessen,Justus-Liebig-University Giessen,"<img src=""https://www.topuniversities.com/sites/default/files/justus-liebig-university-giessen_592560cf2aeae70239af4b68_small.jpg"" alt=""Justus-Liebig-University Giessen Logo"">",229,,531-540,Germany,Europe,NA,"<a href=""/where-to-study/europe/germany/guide"" class=""guide-link"" target=""_blank"">Germany</a>"
297103,/universities/masaryk-university,Masaryk University,"<img src=""https://www.topuniversities.com/sites/default/files/masaryk-university_592560cf2aeae70239af4d5a_small.jpg"" alt=""Masaryk University Logo"">",725,,531-540,Czech Republic,Europe,,"<a href=""/where-to-study/europe/czech-republic/guide"" class=""guide-link"" target=""_blank"">Czech Republic</a>"
294833,/universities/nagasaki-university,Nagasaki University,"<img src=""https://www.topuniversities.com/sites/default/files/nagasaki-university_592560cf2aeae70239af4c2d_small.jpg"" alt=""Nagasaki University Logo"">",426,,531-540,Japan,Asia,NA,"<a href=""/where-to-study/asia/japan/guide"" class=""guide-link"" target=""_blank"">Japan</a>"
294972,/universities/northwestern-polytechnical-university,Northwestern Polytechnical University,"<img src=""https://www.topuniversities.com/sites/default/files/northwestern-polytechnical-university_592560cf2aeae70239af5255_small.jpg"" alt=""Northwestern Polytechnical University Logo"">",2002,,531-540,China (Mainland),Asia,,"<a href=""/where-to-study/asia/china/guide"" class=""guide-link"" target=""_blank"">China (Mainland)</a>"
297004,/universities/sichuan-university,Sichuan University,"<img src=""https://www.topuniversities.com/sites/default/files/sichuan-university_885_small.jpg"" alt=""Sichuan University Logo"">",885,,531-540,China (Mainland),Asia,NA,"<a href=""/where-to-study/asia/china/guide"" class=""guide-link"" target=""_blank"">China (Mainland)</a>"
293429,/universities/universidad-central-marta-abreu-de-las-villas,"Universidad Central ""Marta Abreu"" de Las Villas","<img src=""https://www.topuniversities.com/sites/default/files/universidad-central-marta-abreu-de-las-villas_592560cf2aeae70239af54c1_small.jpg"" alt=""Universidad Central ""Marta Abreu"" de Las Villas Logo"">",2621,,531-540,Cuba,Latin America,NA,"<a href=""/where-to-study/latin-america/cuba/guide"" class=""guide-link"" target=""_blank"">Cuba</a>"
294872,/universities/universiti-utara-malaysia-uum,Universiti Utara Malaysia (UUM),"<img src=""https://www.topuniversities.com/sites/default/files/universiti-utara-malaysia-uum_388_small.jpg"" alt=""Universiti Utara Malaysia (UUM) Logo"">",388,,531-540,Malaysia,Asia,4,"<a href=""/where-to-study/asia/malaysia/guide"" class=""guide-link"" target=""_blank"">Malaysia</a>"
295219,/universities/university-texas-dallas,University of Texas Dallas,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-texas-dallas_592560cf2aeae70239af5355_small.jpg"" alt=""University of Texas Dallas Logo"">",2258,,531-540,United States,North America,,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
297127,/universities/york-university,York University,"<img src=""https://www.topuniversities.com/sites/default/files/york-university_592560cf2aeae70239af4d39_small.jpg"" alt=""York University Logo"">",690,,531-540,Canada,North America,,"<a href=""/where-to-study/north-america/canada/guide"" class=""guide-link"" target=""_blank"">Canada</a>"
294512,/universities/coventry-university,Coventry University,"<img src=""https://www.topuniversities.com/sites/default/files/coventry-university_592560cf2aeae70239af4b16_small.jpg"" alt=""Coventry University Logo"">",145,,541-550,United Kingdom,Europe,5,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>"
