nid,url,title,logo,core_id,score,rank_display,country,region,stars,guide
294488,/universities/durham-university,Durham University,"<img src=""https://www.topuniversities.com/sites/default/files/durham-university_170_small.jpg"" alt=""Durham University Logo"">",170,62.2,86,United Kingdom,Europe,NA,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>"
294597,/universities/university-birmingham,University of Birmingham,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-birmingham_59_small_0.jpg"" alt=""University of Birmingham Logo"">",59,62,87,United Kingdom,Europe,NA,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>"
297467,/universities/sungkyunkwan-universityskku,Sungkyunkwan University(SKKU),"<img src=""https://www.topuniversities.com/sites/default/files/sungkyunkwan-universityskku_592560cf2aeae70239af4cc9_small.jpg"" alt=""Sungkyunkwan University(SKKU) Logo"">",582,61.5,88,South Korea,Asia,,"<a href=""/where-to-study/asia/south-korea/guide"" class=""guide-link"" target=""_blank"">South Korea</a>"
297437,/universities/rice-university,Rice University,"<img src=""https://www.topuniversities.com/sites/default/files/rice-university_524_small.jpg"" alt=""Rice University Logo"">",524,61.4,89,United States,North America,NA,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
297288,/universities/university-southampton,University of Southampton,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-southampton_567_small_1.jpg"" alt=""University of Southampton Logo"">",567,61.3,90,United Kingdom,Europe,,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>"
294081,/universities/university-leeds,University of Leeds,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-leeds_338_small.jpg"" alt=""University of Leeds Logo"">",338,61.2,91,United Kingdom,Europe,NA,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>"
297188,/universities/university-western-australia,The University of Western Australia,"<img src=""https://www.topuniversities.com/sites/default/files/the-university-of-western-australia_673_small_9.jpg"" alt=""The University of Western Australia Logo"">",673,61,92,Australia,Oceania,,"<a href=""/where-to-study/oceania/australia/guide"" class=""guide-link"" target=""_blank"">Australia</a>"
297471,/universities/university-sheffield,The University of Sheffield,"<img src=""https://www.topuniversities.com/sites/default/files/the-university-of-sheffield_592560cf2aeae70239af4cb1_small_0.jpg"" alt=""The University of Sheffield Logo"">",558,60.8,=93,United Kingdom,Europe,,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>"
294534,/universities/university-science-technology-china,University of Science and Technology of China,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-science-and-technology-of-china_122_small.jpg"" alt=""University of Science and Technology of China Logo"">",122,60.8,=93,China (Mainland),Asia,NA,"<a href=""/where-to-study/asia/china/guide"" class=""guide-link"" target=""_blank"">China (Mainland)</a>"
294836,/universities/university-north-carolina-chapel-hill,"University of North Carolina, Chapel Hill","<img src=""https://www.topuniversities.com/sites/default/files/university-of-north-carolina-chapel-hill_424_small.jpg"" alt=""University of North Carolina, Chapel Hill Logo"">",424,60.6,95,United States,North America,NA,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
297285,/universities/university-st-andrews,University of St Andrews,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-st-andrews_570_small_0.jpg"" alt=""University of St Andrews Logo"">",570,60.3,96,United Kingdom,Europe,,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>"
293996,/universities/lund-university,Lund University,"<img src=""https://www.topuniversities.com/sites/default/files/lund-university_371_small_3.jpg"" alt=""Lund University Logo"">",371,60.2,97,Sweden,Europe,NA,"<a href=""/where-to-study/europe/sweden/guide"" class=""guide-link"" target=""_blank"">Sweden</a>"
297484,/universities/kth-royal-institute-technology,KTH Royal Institute of Technology,"<img src=""https://www.topuniversities.com/sites/default/files/kth-royal-institute-of-technology-_592560cf2aeae70239af4c9b_small_4.jpg"" alt=""KTH Royal Institute of Technology Logo"">",535,59.5,98,Sweden,Europe,NA,"<a href=""/where-to-study/europe/sweden/guide"" class=""guide-link"" target=""_blank"">Sweden</a>"
294758,/universities/university-nottingham,University of Nottingham,"<img src=""https://www.topuniversities.com/sites/default/files/the-university-of-nottingham_592560cf2aeae70239af4c4e_small.jpg"" alt=""University of Nottingham Logo"">",459,59,99,United Kingdom,Europe,NA,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>"
294835,/universities/universidad-nacional-autonoma-de-mexico-unam,Universidad Nacional Autónoma de México  (UNAM),"<img src=""https://www.topuniversities.com/sites/default/files/universidad-nacional-autnoma-de-mxico-unam_425_small.jpg"" alt=""Universidad Nacional Autónoma de México  (UNAM) Logo"">",425,58.8,100,Mexico,Latin America,NA,"<a href=""/where-to-study/latin-america/mexico/guide"" class=""guide-link"" target=""_blank"">Mexico</a>"
297570,/universities/pennsylvania-state-university,Pennsylvania State University,"<img src=""https://www.topuniversities.com/sites/default/files/pennsylvania-state-university_494_small.jpg"" alt=""Pennsylvania State University Logo"">",494,58.4,=101,United States,North America,NA,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
294491,/universities/trinity-college-dublin-university-dublin,"Trinity College Dublin, The University of Dublin","<img src=""https://www.topuniversities.com/sites/default/files/trinity-college-dublin-the-university-of-dublin_167_small.jpg"" alt=""Trinity College Dublin, The University of Dublin Logo"">",167,58.4,=101,Ireland,Europe,NA,"<a href=""/where-to-study/europe/ireland/guide"" class=""guide-link"" target=""_blank"">Ireland</a>"
297264,/universities/technical-university-denmark,Technical University of Denmark,"<img src=""https://www.topuniversities.com/sites/default/files/technical-university-of-denmark_592560cf2aeae70239af4cd8_small_10.jpg"" alt=""Technical University of Denmark Logo"">",597,57.9,103,Denmark,Europe,,"<a href=""/where-to-study/europe/denmark/guide"" class=""guide-link"" target=""_blank"">Denmark</a>"
294264,/universities/university-helsinki,University of Helsinki,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-helsinki_260_small_4.jpg"" alt=""University of Helsinki Logo"">",260,57.6,104,Finland,Europe,NA,"<a href=""/where-to-study/europe/finland/guide"" class=""guide-link"" target=""_blank"">Finland</a>"
297193,/universities/washington-university-st-louis,Washington University in St. Louis,"<img src=""https://www.topuniversities.com/sites/default/files/washington-university-in-st.-louis_668_small.jpg"" alt=""Washington University in St. Louis Logo"">",668,56.9,105,United States,North America,,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
294644,/universities/university-adelaide,The University of Adelaide,"<img src=""https://www.topuniversities.com/sites/default/files/the-university-of-adelaide_10_small_0.jpg"" alt=""The University of Adelaide Logo"">",10,56.8,=106,Australia,Oceania,6,"<a href=""/where-to-study/oceania/australia/guide"" class=""guide-link"" target=""_blank"">Australia</a>"
294362,/universities/university-geneva,University of Geneva,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-geneva_221_small.jpg"" alt=""University of Geneva Logo"">",221,56.8,=106,Switzerland,Europe,NA,"<a href=""/where-to-study/europe/switzerland/guide"" class=""guide-link"" target=""_blank"">Switzerland</a>"
294741,/universities/ohio-state-university,The Ohio State University,"<img src=""https://www.topuniversities.com/sites/default/files/the-ohio-state-university_465_small.jpg"" alt=""The Ohio State University Logo"">",465,56.4,108,United States,North America,6,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
297485,/universities/purdue-university,Purdue University,"<img src=""https://www.topuniversities.com/sites/default/files/purdue-university_510_small.jpg"" alt=""Purdue University Logo"">",510,55.9,109,United States,North America,NA,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
294593,/universities/boston-university,Boston University,"<img src=""https://www.topuniversities.com/sites/default/files/boston-university_592560cf2aeae70239af4ac2_small_10.jpg"" alt=""Boston University Logo"">",63,55.8,=110,United States,North America,NA,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
294832,/universities/nagoya-university,Nagoya University,"<img src=""https://www.topuniversities.com/sites/default/files/nagoya-university_427_small.jpg"" alt=""Nagoya University Logo"">",427,55.8,=110,Japan,Asia,NA,"<a href=""/where-to-study/asia/japan/guide"" class=""guide-link"" target=""_blank"">Japan</a>"
294571,/universities/university-california-davis,"University of California, Davis","<img src=""https://www.topuniversities.com/sites/default/files/university-of-california-davis_592560cf2aeae70239af4ad8_small_4.jpg"" alt=""University of California, Davis Logo"">",85,55.3,112,United States,North America,NA,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
297620,/universities/university-oslo,University of Oslo,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-oslo_473_small.jpg"" alt=""University of Oslo Logo"">",473,55.2,113,Norway,Europe,NA,"<a href=""/where-to-study/europe/norway/guide"" class=""guide-link"" target=""_blank"">Norway</a>"
294022,/universities/queen-mary-university-london,Queen Mary University of London,"<img src=""https://www.topuniversities.com/sites/default/files/queen-mary-university-of-london_592560cf2aeae70239af4bea_small.jpg"" alt=""Queen Mary University of London Logo"">",359,55.1,=114,United Kingdom,Europe,NA,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>"
294601,/universities/university-bern,University of Bern,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-bern_55_small.jpg"" alt=""University of Bern Logo"">",55,54.9,=114,Switzerland,Europe,NA,"<a href=""/where-to-study/europe/switzerland/guide"" class=""guide-link"" target=""_blank"">Switzerland</a>"
297422,/universities/universidade-de-sao-paulo,Universidade de São Paulo,"<img src=""https://www.topuniversities.com/sites/default/files/universidade-de-so-paulo_550_small.jpg"" alt=""Universidade de São Paulo Logo"">",550,54.8,=115,Brazil,Latin America,,"<a href=""/where-to-study/latin-america/brazil/guide"" class=""guide-link"" target=""_blank"">Brazil</a>"
297202,/universities/wageningen-university-research,Wageningen University & Research,"<img src=""https://www.topuniversities.com/sites/default/files/wageningen-university_659_small_3.jpg"" alt=""Wageningen University & Research Logo"">",659,54.8,=115,Netherlands,Europe,,"<a href=""/where-to-study/europe/netherlands/guide"" class=""guide-link"" target=""_blank"">Netherlands</a>"
294252,/universities/humboldt-universitat-zu-berlin,Humboldt-Universität zu Berlin,"<img src=""https://www.topuniversities.com/sites/default/files/humboldt-universitt-zu-berlin_272_small.jpg"" alt=""Humboldt-Universität zu Berlin Logo"">",272,54.5,117,Germany,Europe,NA,"<a href=""/where-to-study/europe/germany/guide"" class=""guide-link"" target=""_blank"">Germany</a>"
294843,/universities/universite-de-montreal,Université de Montréal,"<img src=""https://www.topuniversities.com/sites/default/files/universit-de-montral_417_small_4.jpg"" alt=""Université de Montréal Logo"">",417,54.3,118,Canada,North America,NA,"<a href=""/where-to-study/north-america/canada/guide"" class=""guide-link"" target=""_blank"">Canada</a>"
294639,/universities/university-alberta,University of Alberta,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-alberta_15_small.jpg"" alt=""University of Alberta Logo"">",15,54,119,Canada,North America,NA,"<a href=""/where-to-study/north-america/canada/guide"" class=""guide-link"" target=""_blank"">Canada</a>"
